,Claps,Creator,Date,Image count,ReadingTime,Subtitle,Tags,Title,Topics,WordCount
168,355.0,f64db71f43bc,1606247345250.0,1.0,5.018867924528302,"When you can’t wait to know more, you learn more",", Language, Learning, Education, Curiosity, Self Improvement",The Best Thing I’ve Done For My Languages is Nurture Curiosity,", Language, Travel",1277.0
169,76.0,e1e1880dffe8,1606228052873.0,1.0,5.128301886792453,A go-forward actionable plan to optimize your vocabulary,", Marketing, Business, Communication, Communication Skills, Marketing Tips","Fellow Marketers: Please, Stop With the Buzzwords",", Language, Marketing, Business, Work",1306.0
180,2323.0,8ba55ab4d1c9,1605305008671.0,5.0,3.4635220125786166,"As a news junkie, tech journalist and founder of an online news platform called Blendle, I love a good old front page of a newspaper. When…",,An updated daily front page of The New York Times as artwork on your wall,", Media, Gadgets, Makers, Technology",697.0
182,41.0,dc5533645559,1606877136118.0,6.0,8.236792452830189,Very Helpful for Those Times when Your Host and Client are Several Rooms Removed!,", Raspberry Pi, Ssh, Linux, Networking, Open Source",Get SSH Working on a Raspberry Pi 4,", Programming, Makers",1931.0
183,66.0,b2e5d0f63069,1606847935815.0,4.0,9.779245283018867,A valuable memento to share with future generations,", Covid 19, Family, Creativity, Writing, Inspiration",How to Create a Compelling COVID-19 Pandemic Scrapbook,", Creativity, Makers, Family",2406.0
184,112.0,c86ad54e550d,1605783791453.0,6.0,2.9990566037735853,"For the GitHub  Archive Program Museum Cases, I wanted to create something that was aesthetically beautiful, and that paid homage to the…",", Ai Art, Open Source, Github, Arctic Code Vault, Humanity",Open Source Artifact — A Walkthrough,", Programming, Makers",543.0
185,74.0,85a0d8f2e404,1606277180304.0,7.0,3.9216981132075475,"In the spring of 1993, my experiences as a hardware and software engineer collided with the art world as an installation in Kyoto…",", Computational Thinking, Technology, Art",What’s A Human-Powered Computer?,", Programming, Makers, Technology",761.0
186,76.0,5fb9fd360b1c,1606207737464.0,2.0,4.455031446540881,A step-by-step guide for your next game night,", UX, Gaming, Board Games, Creativity, Features",How to Quickly Explain a Game to New Players,", Gaming, Creativity, Lifestyle, UX, Productivity, Makers, Family",1079.0
187,64.0,4b3840f849ba,1606241193270.0,6.0,2.65188679245283,A Covid-Friendly Makerspace Activity,", STEM, Education, Makers, Teaching, Learning",Making a Paper Slide,", Design, Education, Makers",451.0
188,306.0,517d9b9b40b9,1605755731893.0,2.0,6.334276729559749,Celebrating the legendary game designer’s birthday with a wealth of fascinating trivia,", Gaming, History, Icons, Features, Design",68 Fun Facts About Shigeru Miyamoto,", Gaming, Culture, Creativity, Design, Leadership, Makers",1577.0
189,51.0,a03b135d0589,1606575078908.0,5.0,4.893710691823899,"So, I decided to build a raspberry pi Kubernetes cluster and describe the process here. I know there are tons of material all over the…",", Raspberry Pi, Kubernetes, Cluster, Baremetal, Homelab",Yet Another Raspberry Pi k8’s Cluster,", Gadgets, Programming, Makers",1076.0
190,6.0,8bfa922273c1,1605583030493.0,5.0,3.576729559748428,I designed a PCB business card that can be used as a macro keyboard as well.,", Business Cards, Mechanical Keyboards, Meishi, Hennge, Henngeculture",Mechanical keyboard business card,", Design, Programming, Makers",727.0
191,52.0,f26b5e8ab171,1605350394168.0,9.0,7.328301886792453,"There are no guarantees, but here’s a 3-steps universal strategy to drastically increase your odds",", Gaming, Games, Game Design, Culture, Creativity",How to Win at Every Game Ever,", Gaming, Culture, Creativity, Makers",1624.0
192,54.0,e2d2166d7d92,1591068036415.0,8.0,13.186163522012578,Design and program your own data capture hardware,", Arduino, Programming, Makers, Python, Electrical Engineering",Build A Homebrew Current/Voltage Plotter,", Data Science, Programming, Makers",3194.0
193,480.0,c4a2aa8d7e1a,1605532789235.0,1.0,3.5245283018867926,Who knew a simple wall could be a bundle of joy for everyone,", Life, Life Lessons, Happiness, Inspiration, Covid 19",The Smiley Wall — A Cheap Way to Bring Much-Needed Happiness,", Self, Makers",881.0
194,60.0,aac0b261e2c0,1605404073626.0,10.0,5.423584905660378,A beautiful circuit sculpture that controls your music,", Sonos, Remote Control, Circuit, Sculpture, Interaction",The Sonos Remote Station.,", Design, Makers",1106.0
195,52.0,290775e5f1f2,1605087702422.0,5.0,4.969182389937107,"The wagasa-Japanese paper umbrella-may seem to be distinctly outdated. Time-consuming and difficult to make, with a price tag to match…",", Japan, Craft, Craftsmanship, Traditional, Umbrella",Saving The Japanese Craft of Umbrella Making,", Culture, Creativity, Art, History, Makers",1096.0
206,709.0,fd8e02ab6c50,1606873943520.0,1.0,3.6150943396226416,It’s kind of like having a pet with zero personality,", Wetsuits, Swimming, Cold Water Swimming, Fitness, Sports",What It’s Like Owning a Wetsuit,", Fitness, Lifestyle, Self, Outdoors",905.0
207,754.0,752823f68126,1606258714306.0,8.0,4.352201257861635,"Before the winter weather creeps in, tiny house owners need to spend time and money winterizing their homes.",", Tiny House, Winter, Home Design, Home, Lifestyle",7 surprising issues tiny house owners face in the winter,", Lifestyle, Design, Outdoors, Climate Change",853.0
208,450.0,13d08c52c821,1606782099412.0,14.0,10.159433962264151,"The powerful, expressive photo is truly remarkable, and stands out amongst a field of impressive entries — see them all for yourself",", Photography, Wildlife, Nature, Animals, Outdoors",This Gorgeous Image of a Tiger Hugging a Tree Is the Wildlife Photograph of the Year,", Photography, Outdoors",2308.0
209,408.0,450a56cf0673,1606835508228.0,3.0,4.066981132075472,"How by simply saying ‘’Yes’’ in Vietnam, I found a new hobby.",", Hobby, Adventure, Travel, Self Improvement, Beyourself",Discovering Love for Kayaking,", Travel, Outdoors",932.0
210,171.0,d26402ddc80e,1602870401281.0,4.0,7.518867924528302,My lifelong love of the ocean took me underwater to the front lines of tropical reef restoration.,", Environment, Memoir, Oceans, Climate Change, Conservation",Stitching Together Coral Reefs,", Travel, Outdoors, Climate Change",1807.0
211,50.0,1d8ccd61ae5f,1606823881934.0,3.0,4.7047169811320755,"The endemic Australian koala Phascolarctos cinereus is a tree-dwelling marsupial, the females have a pouch and suckle their young from an…",", Koala, Marsupials, Bushfires In Australia, Vulnerable, Chlamydia",Koalas and Habitat Restoration.,", Outdoors, Climate Change",1101.0
212,33.0,3c8c23f492c2,1606469610362.0,1.0,1.5962264150943395,Fresh air and movement needed,", San Francisco, Outdoors, Hiking, Bay Area",Hikes to Burn Off Thanksgiving Calories in the Bay Area,", Outdoors, San Francisco",370.0
213,94.0,70021ead0f99,1606766462107.0,1.0,6.181132075471698,Use this when fear gives you no option.,", Fear, Personal Growth, Self Improvement, Personal Development, Self Love",The Switchback Secret To Doing What Scares You,", Self, Outdoors",1585.0
214,214.0,1c73c2710199,1606665713291.0,14.0,12.404716981132074,"The dusty pick-up truck pulls up at a ranch gate in rural south Monterey County, California. Against a backdrop of dry, rolling…",", Travel, California, Big Sur, Birding, Anecdotes",Close Encounters of the Condor Kind,", Travel, Nonfiction, Outdoors",2903.0
215,2.0,1610a98b889,1606919862020.0,5.0,6.120125786163522,"Riding in a rented red pick-up truck in June, I traveled to numerous lakes along the coast of Alaska with my undergraduate advisor in…",", Hear From Our Experts, Wildlife, Conservation, Environment, Alaska",Exploring ESA Success in Alaska and Beyond,", Outdoors, Climate Change",1401.0
216,1.0,bd2d03d5eeda,1606519955222.0,11.0,10.771698113207547,"It’s just the sort of garden we need in the drying summer heat of a warm temperate climate, when we’re not around to water it every couple…",", Permaculture, Permaculture Design, Garden Design, Randwick, Garden Education",A garden that waters itself,", Design, Outdoors",2510.0
217,105.0,4dc42a471065,1606475842694.0,1.0,7.675471698113208,How Ecopsychology and human beings are rising up to meet the unique challenges of our present day,", Nature, 2020, Climate Change, Psychology, Science","The Year 2020 as a Harsh, Yet Hopeful, Introduction to Ecopsychology",", Philosophy, Psychology, Outdoors, Climate Change",1981.0
218,280.0,7b8395a22c6a,1606534777002.0,5.0,3.7842767295597484,A tiny Northern saw-whet owl was discovered huddled inside the Rockefeller Center Christmas tree that had been transported to Manhattan,", Owls, Christmas Tree, Manhattan, New York City, Birds",The Tiny Owl Who Came to Visit the Big Apple Is ‘A Christmas Miracle’,", Nonfiction, Outdoors",782.0
219,99.0,114403f8f6c,1606502754251.0,2.0,6.14559748427673,#7: possible reduced cancer risk,", Health, Mental Health, Life, Life Lessons, Fitness",7 Scientific Reasons Your Mind and Body Want to Walk in Nature (Green Space Counts),", Lifestyle, Outdoors, Health",1527.0
220,3.0,290775e5f1f2,1606484725055.0,3.0,5.2405660377358485,Meet the Nepali woman who flouted the cultural expectations of her remote village to become an internationally certified guide and one of…,", Climbing, Yosemite, Nepal, Female Empowerment, Female",Taking The Women of Nepal To New Heights,", Travel, World, Outdoors",1243.0
221,97.0,ed4b493286e8,1606878876882.0,3.0,9.063207547169812,"It began with one forgotten shoebox and 12,000 years of human experience.",", Life, Storytelling, Inspiration, Life Lessons, Writing",How a Bunch of Dusty Rocks Changed My Life,", History, Outdoors",2256.0
222,48.0,e36c0c78907e,1606442884664.0,10.0,10.85754716981132,"My experiences with: CamelBak, Arcteryx, Outdoor Research, Patagonia, The North Face, REI, and Petzl.",", Outdoors, Gear, Warranty, Arcteryx, Rei",A Word on Warranties,", Travel, Outdoors",2546.0
232,3550.0,752823f68126,1604854943268.0,16.0,3.6330188679245285,"Gerrard Gethings, a well-known animal photographer, was able to find multiple pairs of dogs and their owners that look exactly the same.",", Photography, Dogs, Pets, Humor, Animals",A photographer captured photos of 15 pairs of dogs and their owners that look hilariously alike,", Pets, Humor, Photography",552.0
233,2316.0,51e7eb466f57,1605546823652.0,2.0,4.915408805031447,What we can learn from nature’s troublemakers.,", Life, Science, Life Lessons, Self Improvement, Animals",Five Life Lessons From The Mighty Octopus,", Pets, Self",1201.0
234,1277.0,51e7eb466f57,1605546796865.0,1.0,4.211320754716981,How a stray cat brought a very real solution to my sleep problem.,", Humor, Life, Pets, Life Lessons, Sleep",My Barn Cat Barbara is a Dark Goddess,", Pets, Humor",1063.0
235,528.0,752823f68126,1605294062584.0,13.0,6.562264150943395,Does spaying your pet change their personality? Are some dog breeds aggressive?,", Veterinarian, Dogs, Dog Breeds, FAQ, Pets",Veterinarians answer 12 questions about dogs that you’ve always wanted to ask,", Pets, Family, Parenting",1368.0
236,0.0,ac4249bd219e,1606877507407.0,2.0,1.7871069182389936,Still have questions? I’m not surprised,", Pandemic, Dogs, Humor, Pets, Dog Training",Train Your Pandemic Puppy in 12 Steps,", Pets, Humor",372.0
237,17.0,6bc972629263,1606855285219.0,1.0,4.573584905660377,4 steps navigating my unhealthy attachment to my cats.,", Relationships, Pets, Anxiety, Mental Health, Love",How I Stop My Separation Anxiety When I’m Away from My Pets,", Pets, Mental Health, Self",1159.0
238,74.0,7e7abd7792ff,1606836049060.0,2.0,4.726729559748428,I often thought of her dog. I wonder if her dog thought of me?,", Love, Dogs, Relationships, Death, Life","Our Relationship Ended, But My Love For Her Dog Continued",", Pets, Relationships, Self",1151.0
239,704.0,1e11a13afbec,1606788495519.0,4.0,4.209433962264151,How can I live in New York City with a giant dog? How can I not?,", Dogs, New York City, Pandemic","Big Dogs, Big City",", Pets, Self",930.0
240,126.0,8fdb3916f206,1606768447162.0,2.0,3.100314465408805,It’s good to have a dog lover going back to the White House,", Joe Biden, Donald Trump, President, White House, Pets",Joe Biden Hurt His Foot While Playing with His Dog. Why that Kind of Gives Me Hope.,", Pets, Humor",720.0
241,408.0,de3286f8ef58,1606824901566.0,4.0,4.4245283018867925,What AR doggles say about the future of smart glasses,", Augmented Reality, Gadgets, AR, Technology, Psychology","If Dogs Can Have AR Glasses That Reinforce Good Behavior, Why Can’t I?",", Digital Life, Pets, Gadgets, Technology",987.0
242,76.0,ca0b27f6e98c,1606761546383.0,1.0,8.283018867924527,What happens if you decide to take him back?,", Family, Pets, Dogs, Puppies, Love",When You Get the Kids a Pandemic Puppy,", Pets, Family, Parenting",2142.0
243,104.0,f6139bba2879,1606669583518.0,11.0,6.1113207547169806,There are many ways to safely welcome a cat into your life,", Cats, Cat Adoption, Cat Advice, Pets, Education",Got Allergies? Fur-get About It!,", Pets",1275.0
244,53.0,793df5e630d2,1606666448026.0,2.0,6.862578616352201,How a gang of cats saved my son from a summer of screens,", Parenting, Life, Humor, Cats, Tech","Covid, Cats, and iPads: Unmasking Me as a Bad Parent",", Pets, Parenting",1717.0
245,100.0,2e54a7d90f80,1606665715781.0,3.0,8.399056603773586,Now what?,", Pets, Puppies, Dogs, Animals, Education","So, You Adopted a Puppy",", Pets",2080.0
246,169.0,bf72db8eafc5,1606590167397.0,1.0,2.5924528301886793,We shall keep going- seeking advice and keeping our heads!,", Dogs, Dog Training, Dog Love, Pets, Anecdotes",Attempting to Soothe my Dog’s Car Sickness,", Pets",634.0
247,210.0,599aa5f7969,1606579561574.0,1.0,2.5509433962264154,A lick is just a really wet kiss,", Pets, Life, Love, Dogs, Animals",People Bothered by Dog Kisses Shouldn’t Visit My House,", Pets, Humor",623.0
248,544.0,ff716e2208ac,1606432870770.0,1.0,3.547169811320755,"I have learned to treat myself just as well as I treat Olive, with a sensitive, unwavering spirit.",", Animals, Mental Health, Dogs, Anxiety, Anecdotes",What my Dog Taught me About my Anxiety,", Pets, Mental Health",887.0
249,123.0,3fdc55167e0d,1606403444979.0,5.0,6.422012578616352,And I don’t really know how to deal with it,", Pets, Love, Cancer, Life Lessons, Self",My Cat Has Cancer,", Pets",1481.0
